"Tenure","Gender","EducationLevel","LoanStatus","NetPromoterScore","TransactionFrequency","Surname","Age","Geography","ComplaintsCount","HasCrCard","EstimatedSalary","IsActiveMember","AvgTransactionAmount","CustomerSegment","MaritalStatus","DigitalEngagementScore","ID","CreditScore","SavingsAccountFlag","Balance","NumOfProducts","Exited"
6,"Female","University","No loan",9,28,"Loggia",45,"Germany","0","1",115022.94,"0",157.809213060056,"Mass Market","Married",82,3530,628,"1",123816.5,"1","0"
3,"Female","University","No loan",0,32,NA,20,"Germany","0","1",86383.61,"1",121.810604412072,"Mass Market","Married",70,6938,786,"1",139603.22,"1","0"
10,"Male","High School","No loan",6,32,"Afanasyev",46,"Germany","0","1",32275.09,"0",83.869157643355,"Affluent","Married",55,5285,850,"1",99219.47,"1","0"
8,"Male","Postgraduate","Active loan",1,28,"Venables",37,"Spain","1","1",32275.09,"1",36.4155955142392,"High Net Worth","Divorced",85,NA,548,"0",0,"2","0"
2,"Male","High School","No loan",10,30,"Ma",61,"France","0","0",50368.63,"1",75.4769733577574,"Mass Market","Married",36,6521,633,"1",157201.48,"1","0"
8,"Female","University","No loan",8,29,"Pavlova",46,"Spain","0","1",63051.32,"0",201.076900310994,"Mass Market","Married",74,NA,719,"1",116393.59,"1","1"
9,"Male","Postgraduate","Default risk",1,31,"Baker",36,"Germany","2","0",72350.17,"0",94.4903394067349,"High Net Worth","Divorced",56,6188,652,"0",150956.71,"1","0"
9,"Female","University","No loan",0,39,NA,41,"France","0","1",135635.25,"0",86.0971691640759,"Mass Market","Married",64,998,552,"1",124349.34,"2","0"
9,"Male","High School","No loan",2,31,"P'eng",44,"Spain","0","1",104240.77,"0",172.061753917639,"Affluent","Single",77,NA,680,"1",89118.26,"1","1"
4,"Male","University","No loan",10,27,"Tien",32,"Germany","0","1",120594.85,"1",263.221670333099,"Mass Market","Married",55,5288,609,"1",137285.26,"1","0"
8,"Female","University","No loan",9,37,"Glover",49,"France","0","1",182865.09,"1",93.430432019481,"Mass Market","Married",57,NA,521,"1",0,"1","1"
2,"Male","University","No loan",9,34,"Graham",29,"France","0","0",32275.09,"1",90.6151816553451,"Mass Market","Married",48,NA,701,"1",0,"2","0"
7,"Male","University","No loan",9,29,"Sharpe",60,"France","0","1",13107.24,"1",100.618744869117,"Mass Market","Married",80,5885,499,"1",76961.6,"2","0"
9,"Female","High School","No loan",0,28,"Fenton",20,"Spain","0","0",77500.81,"0",33.7881168659366,"Affluent","Single",84,6205,614,"1",106414.57,"1","0"
5,"Male","University","No loan",8,32,"Field",53,"Germany","0","0",165378.66,"0",73.3577440121813,"Mass Market","Married",61,2784,553,"1",127997.83,"1","1"
1,"Male","High School","No loan",2,37,NA,26,"Germany","0","1",24411.02,"1",84.1040591615987,"Affluent","Single",62,5578,558,"1",148853.29,"2","0"
9,"Female","University","No loan",0,22,"Zetticci",26,"Spain","0","1",158918.03,"0",125.605000731037,"Mass Market","Married",47,2081,555,"1",0,"2","0"
10,"Female","University","No loan",8,29,"Duncan",22,"Spain","0","1",163534.75,"1",272.178790741219,"Mass Market","Married",47,NA,588,"1",67178.19,"1","1"
0,"Male","University","No loan",9,37,"Atkins",47,"France","0","1",50695.93,"0",46.7927298252142,"Mass Market","Married",68,NA,653,"1",89939.62,"1","1"
7,"Female","University","No loan",10,37,"Fedorov",41,"France","0","1",166526.26,"0",77.5303754167747,"Mass Market","Married",65,NA,794,"1",0,"3","1"
2,"Female","High School","Active loan",6,34,NA,30,"France","0","1",13107.24,"1",190.649213508813,"Affluent","Single",61,NA,426,"0",0,"2","0"
1,"Male","High School","Active loan",0,20,"Hsiung",30,"Germany","0","1",57896.27,"1",224.091533316782,"Affluent","Single",73,3713,557,"0",110824.52,"1","0"
6,"Male","University","No loan",8,22,NA,24,"France","0","0",26578.69,"1",76.527506851218,"Mass Market","Married",78,3724,576,"1",0,"1","1"
3,"Female","University","No loan",0,37,"Palermo",33,"Spain","0","1",13107.24,"0",68.9813463679835,"Mass Market","Married",64,4369,616,"1",151709.33,"1","0"
10,"Male","University","No loan",8,24,"Earl",28,"France","0","1",26578.69,"0",43.8731404398012,"Mass Market","Married",44,5670,547,"1",127738.75,"2","0"
4,"Female","High School","No loan",2,27,"Ikemefuna",30,"Germany","0","1",121151.46,"1",131.079981318556,"Affluent","Single",43,5118,660,"1",77805.66,"1","0"
5,"Male","University","No loan",10,33,"Lung",37,"France","0","0",184524.74,"1",100.921581443625,"Mass Market","Married",56,2116,810,"1",83287.05,"2","0"
1,"Female","University","No loan",9,29,"Rosas",69,"France","0","0",134260.34,"1",33.6119561375876,"Mass Market","Married",72,1395,667,"1",105303.73,"1","0"
4,"Female","University","No loan",8,36,NA,31,"France","0","1",106636.89,"0",60.6377069469756,"Mass Market","Married",69,213,714,"1",125169.26,"1","0"
10,"Male","High School","Active loan",7,38,"Rowley",28,"Spain","0","0",61666.87,"0",143.49972550921,"Affluent","Single",41,NA,756,"0",122647.32,"1","0"
8,"Male","Postgraduate","Active loan",3,22,"Odell",29,"France","1","1",32275.09,"1",95.6764461804362,"High Net Worth","Divorced",86,2454,842,"0",0,"2","0"
0,"Male","University","No loan",0,26,NA,56,"Germany","0","1",26578.69,"0",34.1572971126064,"Mass Market","Married",86,NA,696,"1",148507.24,"4","1"
8,"Male","University","No loan",10,27,"Kent",28,"Spain","0","0",197588.32,"0",64.0537955212228,"Mass Market","Married",51,4035,540,"1",0,"2","0"
8,"Male","High School","Active loan",5,36,"Bruno",33,"France","0","1",59659.53,"1",76.1755505511155,"Affluent","Single",50,3562,493,"1",90791.69,"1","0"
8,"Male","High School","No loan",2,29,"She",46,"France","0","1",194563.65,"1",118.870076680425,"Affluent","Single",46,2569,746,"1",166883.07,"2","0"
6,"Female","High School","Active loan",0,40,"Caldwell",62,"France","0","1",30990.16,"0",59.8171575671764,"Affluent","Single",29,NA,729,"0",140549.4,"1","1"
3,"Male","High School","Active loan",7,33,"Watkins",30,"Germany","0","1",40199.01,"1",107.969539452073,"Affluent","Single",47,5484,627,"0",128770.88,"2","0"
2,"Male","High School","No loan",5,24,"Thornton",39,"France","0","0",34430.16,"0",103.977963860036,"Affluent","Single",69,3352,754,"1",90322.99,"1","0"
9,"Male","High School","Active loan",7,28,"Chikwendu",34,"Spain","0","1",66695.71,"1",46.8263591541391,"Affluent","Single",37,6199,716,"0",0,"1","0"
0,"Female","University","No loan",8,27,"Goloubev",32,"France","0","1",126675.62,"1",73.4933975363878,"Mass Market","Married",53,6255,508,"1",0,"3","0"
9,"Male","University","No loan",10,37,"Goddard",27,"France","0","1",142680.64,"0",200.772174412523,"Mass Market","Married",68,NA,516,"1",0,"1","1"
1,"Female","University","No loan",9,32,"Findlay",40,"France","0","1",82774.07,"0",89.8641515303597,"Mass Market","Married",42,NA,495,"1",140197.71,"2","0"
1,"Male","High School","No loan",9,41,NA,46,"Spain","0","1",127654.37,"1",69.7347378736236,"Mass Market","Married",56,3918,704,"1",149592.14,"1","0"
5,"Female","High School","No loan",2,26,NA,41,"France","0","0",190857.79,"1",75.0062668647839,"Affluent","Single",47,NA,761,"1",0,"2","0"
2,"Male","Postgraduate","Default risk",0,38,"Artyomova",38,"Spain","2","1",59297.34,"1",77.7406998348247,"High Net Worth","Divorced",83,5747,756,"0",0,"2","0"
6,"Female","University","No loan",0,36,NA,20,"Spain","0","0",13107.24,"1",153.395013296052,"Mass Market","Married",57,672,510,"1",156371.61,"2","1"
6,"Male","High School","No loan",5,27,"Rozhkova",20,"Germany","0","0",49405.93,"0",45.5676447442099,"Affluent","Single",55,1167,581,"1",116891.72,"1","0"
7,"Male","Postgraduate","Active loan",7,31,"Fyans",33,"Spain","1","0",184839.7,"0",136.067929627957,"High Net Worth","Divorced",72,3980,800,"0",90124.64,"1","1"
8,"Female","High School","Active loan",6,24,NA,40,"Germany","0","1",62027.9,"0",173.812672213421,"Affluent","Single",84,4318,725,"0",104149.66,"1","0"
7,"Female","Postgraduate","Active loan",0,25,"Shih",46,"France","1","0",122953,"0",116.260561258415,"High Net Worth","Divorced",55,1039,475,"0",0,"2","1"
5,"Female","High School","Active loan",4,20,"Barton",38,"France","0","1",156439.56,"0",72.5298579736902,"Affluent","Single",60,2239,665,"0",0,"2","0"
4,"Female","High School","Active loan",6,31,"Martin",30,"Germany","0","0",44114.88,"1",50.3493719764897,"Affluent","Single",71,NA,569,"1",106629.49,"1","0"
5,"Female","University","No loan",0,38,"Sung",46,"Spain","0","1",143481.85,"1",91.7593547827587,"Mass Market","Married",29,2770,723,"1",108010.78,"1","0"
8,"Female","University","No loan",8,35,"Aikenhead",52,"Spain","0","1",26578.69,"0",72.0568766572711,"Mass Market","Married",71,NA,358,"1",143542.36,"3","1"
6,"Female","Other","Default risk",0,34,"Conti",36,"Spain","4","1",14721.8,"0",87.9402900018315,"High Net Worth","Widowed",46,1322,530,"0",0,"2","0"
5,"Male","University","No loan",9,33,"Ho",42,"Spain","0","1",89123.99,"0",86.614258626794,"Mass Market","Married",55,1908,648,"1",0,"2","0"
3,"Female","University","No loan",8,25,"Yocum",46,"Spain","0","1",156260.08,"1",80.7161945067698,"Mass Market","Married",64,5550,517,"1",95507.12,"1","0"
7,"Male","High School","No loan",0,23,"Groves",44,"Germany","0","0",49405.93,"0",108.301314799887,"Mass Market","Single",62,104,756,"1",137452.09,"1","0"
5,"Female","High School","Active loan",0,25,"Johnston",52,"Spain","0","0",98302.57,"1",46.7209403861653,"Affluent","Single",75,NA,612,"0",144772.69,"3","1"
4,"Male","High School","Active loan",6,21,NA,46,"France","0","1",1907.66,"0",247.124333869815,"Affluent","Single",87,63,493,"0",0,"2","0"
2,"Male","University","No loan",0,38,NA,33,"Germany","0","1",36976.52,"1",119.807290337666,"Mass Market","Married",65,80,418,"1",141796.43,"1","0"
3,"Male","Postgraduate","Default risk",0,31,"Lu",30,"Spain","2","1",82774.07,"0",126.33719662345,"High Net Worth","Divorced",47,3705,663,"0",0,"3","0"
2,"Female","High School","Active loan",0,22,"Azubuike",25,"France","0","1",114566.47,"1",101.699312774592,"Affluent","Single",64,1495,753,"0",0,"2","0"
4,"Female","University","No loan",8,33,NA,63,"Spain","0","1",173576.71,"1",76.443319697253,"Mass Market","Married",68,5014,556,"1",0,"2","0"
1,"Male","University","No loan",10,40,"Ifeanacho",49,"France","0","1",82774.07,"1",117.167668007323,"Mass Market","Married",88,NA,619,"1",145359.99,"1","0"
9,"Male","University","No loan",10,31,"Yeh",45,"Germany","0","0",129870.93,"0",45.0505089297593,"Mass Market","Married",68,3634,529,"1",103399.87,"2","0"
2,"Male","University","No loan",8,40,NA,35,"Spain","0","0",84321.03,"1",48.0352446992995,"Mass Market","Married",53,2375,670,"1",0,"2","0"
8,"Female","High School","Active loan",7,26,"Dubinina",36,"France","0","1",13107.24,"1",141.975710333816,"Affluent","Single",63,1798,645,"0",0,"1","1"
3,"Female","University","No loan",8,29,"Sochima",31,"Germany","0","1",42589.33,"1",54.0823131641063,"Mass Market","Married",67,2050,531,"1",63663.93,"1","0"
6,"Female","University","No loan",9,40,"Piccio",46,"Spain","0","0",57034.35,"0",128.193666684289,"Mass Market","Married",45,NA,531,"1",75302.85,"2","0"
4,"Male","High School","Active loan",4,22,"Hammonds",38,"France","0","1",190911.02,"1",117.167668007323,"Affluent","Single",52,1455,743,"0",0,"2","0"
6,"Female","University","No loan",0,23,NA,35,"Spain","0","0",100236.02,"1",153.787066937694,"Mass Market","Married",50,4403,581,"1",170172.9,"1","0"
9,"Male","University","No loan",10,30,NA,37,"Germany","0","1",104152.65,"0",68.4561316567052,"Mass Market","Married",68,3729,604,"1",145166.09,"3","1"
5,"Male","High School","Active loan",0,27,NA,59,"Germany","0","1",82774.07,"0",104.460933172879,"Affluent","Single",40,NA,727,"1",114027.7,"1","1"
9,"Female","University","No loan",8,29,"Ifeatu",37,"Germany","0","1",179634.69,"0",113.081584780477,"Mass Market","Married",69,1098,524,"1",127480.58,"2","0"
3,"Male","High School","No loan",0,29,"Hammer",58,"France","0","0",82774.07,"1",71.4317450169469,"Affluent","Single",41,1787,691,"1",97819.36,"1","1"
10,"Female","Postgraduate","Active loan",3,31,NA,29,"Spain","1","1",94815.04,"1",119.763252582604,"High Net Worth","Divorced",37,1091,850,"0",103244.86,"1","0"
0,"Female","High School","Active loan",7,27,NA,39,"France","0","0",145551.6,"1",117.880261704001,"Affluent","Single",64,1386,711,"0",0,"2","0"
8,"Female","University","No loan",0,32,"Ku",33,"France","0","0",145381.65,"1",59.9724229684669,"Mass Market","Married",74,2578,640,"1",90124.64,"1","0"
2,"Female","University","No loan",0,29,"Okeke",44,"France","0","1",53072.49,"0",33.1573431694654,"Mass Market","Married",67,4969,646,"1",113063.83,"1","1"
5,"Female","High School","Active loan",0,29,"She",43,"Spain","0","1",193040.32,"1",70.2837079567865,"Affluent","Single",53,5244,714,"0",0,"1","0"
6,"Male","Postgraduate","Active loan",3,28,"Hamilton",36,"France","1","1",28184.7,"1",114.410086618623,"High Net Worth","Divorced",65,NA,535,"0",0,"2","0"
2,"Female","University","No loan",10,28,NA,32,"Germany","0","1",180990.29,"1",116.526928053926,"Mass Market","Married",81,2298,631,"1",146810.99,"1","0"
5,"Male","High School","Active loan",4,32,"Calabrese",67,"Spain","0","1",107534.32,"1",128.543296795396,"Affluent","Single",65,2035,657,"0",0,"2","0"
9,"Male","High School","Active loan",7,30,"Boniwell",28,"France","0","1",93081.87,"1",56.6519180839561,"Affluent","Single",51,4632,756,"0",0,"3","0"
10,"Female","Postgraduate","Active loan",0,41,NA,44,"France","1","0",93777.61,"1",128.141889986699,"High Net Worth","Divorced",53,2715,725,"0",0,"1","0"
3,"Female","University","No loan",9,31,"Vasiliev",18,"Germany","0","0",32275.09,"0",92.4322082457552,"Mass Market","Married",84,NA,716,"1",128743.8,"1","0"
9,"Male","University","No loan",0,22,"Chen",20,"France","0","0",178235.37,"0",182.657157117825,"Mass Market","Married",41,5295,616,"1",102016.38,"2","1"
7,"Male","Postgraduate","Active loan",3,30,"Nebeolisa",29,"Germany","1","1",163257.44,"0",86.7449834466982,"High Net Worth","Divorced",56,6820,607,"0",102609,"1","0"
7,"Male","High School","Active loan",4,27,"Meng",33,"Spain","0","1",49405.93,"1",109.871132979468,"Affluent","Single",52,NA,780,"0",86006.21,"1","0"
10,"Female","University","No loan",0,24,"Chase",52,"Spain","0","1",180318.6,"1",57.616807064931,"Mass Market","Married",48,3678,585,"1",0,"2","0"
8,"Female","University","No loan",0,28,NA,26,"France","0","1",23703.52,"1",75.9911297992666,"Mass Market","Married",55,995,599,"1",78892.23,"1","0"
6,"Male","University","No loan",9,33,"Horton",28,"Germany","0","1",191393.26,"1",63.7940876890291,"Mass Market","Married",74,4228,612,"1",131753.41,"1","0"
8,"Female","University","No loan",10,26,NA,59,"Germany","0","1",91.75,"0",99.1877168300283,"Mass Market","Married",49,NA,736,"1",121669.93,"2","1"
4,"Female","University","No loan",0,27,"Hanson",28,"France","0","0",34335.55,"1",55.1724530777405,"Mass Market","Married",54,1533,667,"1",0,"2","0"
6,"Male","Postgraduate","Active loan",0,21,"Stokes",49,"France","1","1",17298.72,"1",116.063030522356,"High Net Worth","Divorced",73,4455,747,"0",202904.64,"1","1"
9,"Male","University","No loan",10,29,"Harewood",55,"Spain","0","1",153356.8,"0",104.527437158975,"Mass Market","Married",58,3008,682,"1",0,"1","1"
1,"Female","University","No loan",8,43,"Takasuka",45,"France","0","0",89891.4,"0",27.0477941669519,"Mass Market","Married",50,3880,558,"1",0,"3","1"
9,"Male","Postgraduate","Default risk",1,31,"Obialo",61,"France","2","1",93332.64,"1",146.366492771609,"High Net Worth","Divorced",60,5801,478,"0",0,"1","1"
4,"Male","University","No loan",0,32,"Pan",42,"Spain","0","1",49405.93,"0",52.9364425454201,"Mass Market","Married",94,5189,650,"1",0,"2","1"
3,"Male","University","No loan",10,30,"Kerr",28,"France","0","1",13107.24,"1",131.136039149402,"Mass Market","Married",79,NA,703,"1",141559.5,"1","1"
8,"Male","University","No loan",10,37,"McGuigan",38,"France","0","1",180426.2,"0",54.1195563110772,"Mass Market","Married",50,1036,604,"1",0,"2","0"
9,"Male","Other","Default risk",0,37,NA,34,"France","3","0",14121.61,"0",95.1640453268069,"High Net Worth","Widowed",61,NA,686,"0",0,"2","0"
4,"Male","University","No loan",0,25,NA,29,"Germany","0","1",173792.77,"1",160.700020878971,"Mass Market","Married",54,3382,733,"1",122028.65,"1","0"
2,"Male","Postgraduate","Active loan",3,38,NA,33,"France","1","1",4888.91,"0",129.581163437099,"High Net Worth","Divorced",33,NA,756,"0",117412.19,"2","0"
4,"Female","Postgraduate","Default risk",0,29,"Fuller",36,"Germany","2","1",78140.75,"1",111.793447902402,"High Net Worth","Divorced",45,NA,544,"0",109137.12,"2","0"
8,"Female","High School","No loan",9,37,"Carpenter",31,"France","0","1",3560,"0",36.4140713510334,"Affluent","Single",87,6675,540,"1",0,"2","0"
10,"Male","University","No loan",8,23,"Chu",28,"France","0","1",32275.09,"0",93.5540226709317,"Mass Market","Married",60,6209,457,"1",134320.23,"2","0"
8,"Female","High School","No loan",9,30,"H?",29,"France","0","1",26578.69,"1",56.6424009297473,"Mass Market","Married",56,3620,832,"1",102490.27,"1","0"
5,"Female","Postgraduate","Default risk",1,21,"Lorimer",30,"France","2","0",78700.03,"0",36.8105875449666,"High Net Worth","Divorced",76,NA,729,"0",0,"2","0"
1,"Male","Other","Default risk",0,34,NA,45,"Spain","4","0",26578.69,"0",150.938746973962,"High Net Worth","Widowed",36,5040,705,"0",133618.01,"1","0"
5,"Female","High School","Active loan",7,26,NA,31,"France","0","0",61843.73,"0",37.5318920700536,"Affluent","Single",52,6489,466,"0",138317.94,"1","0"
8,"Male","High School","Active loan",6,21,"Sabbatini",40,"France","0","0",3385.04,"1",72.8641393665265,"Affluent","Single",34,4357,819,"0",0,"1","0"
6,"Male","Postgraduate","Default risk",0,26,"Hs?eh",28,"Germany","2","1",13107.24,"1",193.937080801504,"High Net Worth","Divorced",36,3515,682,"0",122029.15,"1","0"
2,"Female","Postgraduate","Active loan",3,33,"Horton",27,"France","1","1",114685.92,"0",126.857147738729,"High Net Worth","Divorced",62,4985,677,"0",0,"2","0"
2,"Male","University","No loan",9,25,"Dean",50,"Germany","0","1",9439.31,"0",235.574589487698,"Mass Market","Married",54,NA,585,"1",125845.66,"1","1"
5,"Male","University","No loan",8,35,"Langdon",37,"Germany","0","0",180326.83,"1",85.3673542014121,"Mass Market","Married",69,2521,848,"1",141547.26,"2","0"
7,"Female","University","No loan",0,35,"Moran",46,"Spain","0","1",26578.69,"0",117.572025749632,"Mass Market","Married",46,1801,599,"1",81742.84,"2","0"
3,"Female","University","No loan",10,24,NA,28,"France","0","1",164864.67,"1",201.937529514207,"Mass Market","Married",63,6713,850,"1",0,"2","0"
6,"Male","University","No loan",8,38,NA,24,"Germany","0","1",186035.72,"1",80.6096905840683,"Mass Market","Married",84,5580,805,"1",143221.35,"2","0"
1,"Female","High School","No loan",0,27,NA,38,"Germany","0","1",109394.62,"0",106.193627859066,"Mass Market","Single",44,4680,761,"1",120530.13,"2","0"
